(0, 0, 0.000000)
(1, 0, 0.000000)
(2, 0, 0.000000)
(3, 0, 0.000000)
(4, 0, 0.000000)
(5, 0, 0.000000)
(6, 0, 0.000000)
(7, 0, 0.000000)
(8, 0, 0.000000)
(9, 0, 0.000000)
(10, 0, 0.000000)
(11, 0, 0.000000)
(12, 0, 0.000000)
(13, 0, 0.000000)
(14, 0, 0.000000)
(15, 0, 0.000000)
(16, 0, 0.000000)
(17, 0, 0.000000)
(18, 0, 0.000000)
(19, 0, 0.000000)
(20, 0, 0.000000)
(21, 0, 0.000000)
(22, 0, 0.000000)
(23, 0, 0.000000)
(24, 0, 0.000000)
(25, 0, 0.000000)
(26, 0, 0.000000)
(27, 0, 0.000000)
(28, 0, 0.000000)
(29, 0, 0.000000)
(30, 0, 0.000000)
(31, 0, 0.000000)
(32, 0, 0.000000)
(33, 0, 0.000000)
(34, 0, 1.125000)
(35, 0, 20.250000)
(36, 0, -0.750000)
(37, 0, 1.000000)
(38, 0, 1.250000)
(39, 0, 2.250000)
(40, 0, 3.000000)
(41, 0, 0.125000)
(42, 0, 1.000000)
(43, 0, 0.125000)
(44, 0, 1.125000)
(45, 0, 0.000000)
(46, 0, 1.000000)
(47, 0, 0.125000)
(48, 0, 0.000000)
(49, 0, 0.125000)
(50, 0, 0.000000)
(51, 0, 1.000000)
(52, 0, 0.125000)
(53, 0, 0.000000)
(54, 0, 2.000000)
(55, 0, 0.125000)
(56, 0, 1.000000)
(57, 0, 0.125000)
(58, 0, 0.125000)
(59, 0, -0.750000)
(60, 0, 1.500000)
(61, 0, -0.875000)
(62, 0, 2.875000)
(63, 0, 0.500000)
(64, 0, 1.000000)
(65, 0, 0.125000)
(66, 0, 0.875000)
(67, 0, -1.125000)
(68, 0, 1.000000)
(69, 0, -0.125000)
(70, 0, 0.000000)
(71, 0, 1.625000)
(72, 0, 9.125000)
(73, 0, 9.750000)
(74, 0, 1.125000)
(75, 0, 1.000000)
(76, 0, 2.000000)
(77, 0, -0.750000)
(78, 0, 0.000000)
(79, 0, 0.125000)
(80, 0, 0.875000)
(81, 0, 0.125000)
(82, 0, -0.750000)
(83, 0, 1.625000)
(84, 0, 0.125000)
(85, 0, -0.750000)
(86, 0, 1.875000)
(87, 0, 0.000000)
(88, 0, 1.125000)
(89, 0, -0.750000)
(90, 0, 0.125000)
(91, 0, 0.000000)
(92, 0, 0.125000)
(93, 0, 0.125000)
(94, 0, 0.000000)
(95, 0, 1.000000)
(96, 0, 1.125000)
(97, 0, 0.125000)
(98, 0, 1.000000)
(99, 0, -0.750000)
(100, 0, 2.000000)
(101, 0, 0.000000)
(102, 0, 2.125000)
(103, 0, 1.000000)
(104, 0, 0.125000)
(105, 0, -0.750000)
(106, 0, 0.750000)
(107, 0, 1.125000)
(108, 0, 1.000000)
