Image 0:Image 0 = (  545  542  545  544  545  541  543  543  544  545  544  544  544  544  544  542  542  545  544  544  544  546  542  543  541  544  555  573  543  543  543  544  545  543  544  544  544  542  542  544  545  543  543  544  546  543  544  543  542  544  545  543  544  544  544  542  544  545  544  544  544  545  543  544  545  541  545  545  543  544  543  544  541  542  544  543  544  542  546  546  544  714  695  543  543  542  544  546  544  545  542  541  450  423  538  543  544  545  543  543  544  543  544  545  545  543  543  544  543  544  544  544  543  544  542  544  543  544  544  544  544  544  546  543  545  545  545  545  542  546  544  545  542  546  544  544  544  542  543  546  543  545  541  542  543  545  545  537  542  545  545  544  543  545  544  543  545  543  545  544  543  543  543  961  550  545  544  544  545  544  544  544  545  542  543  544  543  545  544  545  542  544  544  543  544  543  544  544  541  512  744  544  543  543  542  543  545  542  544  546  544  544  542  544  577  552  545  544  544  543  545  544  545  544  544  544  543  545  543  544  544  543  546  541  543  542  546  542  543  543  544  544  543  545  543  542  543  541  546  542  543  543  542  545  544  545  543  543  545  541  544  542  544  544  544  542  ) = 0.000000
Image 1:Image 1 = (  546  545  545  545  547  546  545  544  546  545  546  544  545  545  545  546  543  545  544  544  545  546  544  544  544  545  547  542  536  544  545  544  544  546  546  545  544  548  544  545  544  545  545  546  545  546  543  545  544  544  545  544  544  548  547  544  545  544  546  544  546  545  545  545  546  1192  546  549  545  546  547  546  545  588  620  680  548  547  546  544  546  546  548  548  545  545  545  759  546  548  544  542  515  349  537  544  545  546  544  544  546  544  546  545  547  544  545  544  545  546  546  544  544  546  546  545  545  545  545  543  575  548  545  546  544  546  545  545  546  545  546  544  544  546  544  543  542  544  545  545  546  545  544  545  544  546  547  544  545  545  545  545  543  545  545  546  546  545  544  545  543  544  544  544  544  542  544  545  547  545  544  544  547  545  545  546  546  545  544  546  546  548  546  545  548  545  546  546  546  545  546  528  537  544  544  545  545  545  545  546  545  543  545  545  545  544  547  544  540  545  545  546  546  544  545  546  545  544  543  542  544  546  545  547  543  545  549  545  548  542  545  544  547  545  545  546  545  546  546  547  546  551  586  543  545  545  546  543  543  542  545  545  547  544  546  545  ) = 0.000000
Image 2:Image 2 = (  544  544  545  544  544  544  546  544  542  545  544  543  544  544  542  544  544  543  541  541  542  545  543  542  542  541  546  545  879  545  544  544  543  543  544  544  546  543  544  544  544  544  543  546  634  549  544  545  543  549  574  543  545  546  544  544  544  544  543  546  544  543  546  546  547  543  544  545  545  542  544  543  543  544  544  545  542  544  545  544  543  542  542  543  544  545  543  544  546  544  543  544  527  330  529  542  543  545  543  544  543  542  545  543  544  544  542  544  544  542  544  546  544  545  544  544  544  544  544  545  544  542  546  541  543  545  546  544  544  545  545  546  546  547  545  545  543  546  546  546  542  546  543  544  544  548  545  544  544  544  544  543  544  546  544  546  545  544  544  544  544  545  544  545  542  544  544  545  546  543  544  544  526  546  544  545  545  544  547  546  543  546  544  545  545  543  545  542  544  542  543  544  544  545  545  545  543  542  544  545  546  543  543  545  546  543  544  546  545  542  543  546  544  544  544  546  546  545  544  543  543  543  544  542  544  543  546  545  544  545  543  544  544  544  544  544  543  546  546  544  544  546  544  545  545  545  544  544  547  545  544  543  604  565  545  543  ) = 0.000000
Image 3:Image 3 = (  547  549  548  549  551  548  550  547  550  548  548  546  549  550  549  547  549  547  546  547  547  549  547  547  547  545  548  549  549  547  549  551  547  550  549  546  550  551  548  547  547  549  548  547  548  550  585  551  549  547  547  549  550  550  550  548  548  548  548  549  548  546  549  550  551  551  549  551  547  547  549  548  549  550  548  550  547  551  552  548  548  546  550  548  549  548  552  547  547  549  548  547  512  367  540  548  548  550  548  548  549  549  548  548  548  549  546  545  549  548  550  547  549  548  547  548  547  547  548  547  550  551  546  548  547  548  549  575  550  548  549  549  549  548  548  548  548  548  549  548  548  548  546  548  548  549  547  550  549  549  547  549  550  550  550  551  550  549  549  548  548  548  549  549  550  551  551  551  552  548  551  551  550  551  549  549  550  550  546  547  549  548  549  550  549  548  550  548  550  550  550  549  548  548  550  547  548  547  551  551  549  549  548  549  550  549  551  549  549  550  550  552  550  550  547  550  551  560  1135  549  548  547  549  550  550  549  552  549  548  552  551  550  550  549  549  549  550  550  550  549  548  549  547  547  548  549  549  549  548  551  551  550  549  551  549  551  ) = 0.000000
Image 4:Image 4 = (  545  543  544  543  542  543  543  543  546  544  543  541  541  544  543  543  543  544  541  545  542  544  544  544  544  542  542  542  543  543  542  543  542  545  545  544  545  544  544  542  542  543  544  543  543  543  543  542  546  543  544  542  544  544  546  543  542  543  543  542  543  544  543  543  544  543  543  544  542  543  545  544  545  542  542  543  542  545  546  542  544  545  544  544  542  543  542  543  544  543  541  542  518  334  533  543  542  543  547  543  544  544  543  544  543  544  544  543  543  542  544  543  544  543  542  540  543  536  541  543  545  543  544  543  544  544  542  545  546  544  542  544  544  542  544  542  543  543  543  546  544  544  543  545  542  543  542  543  543  544  542  545  545  628  545  542  544  544  544  544  543  541  542  543  545  545  543  544  545  545  544  546  544  545  544  544  605  543  546  544  544  545  543  543  543  542  543  544  545  544  544  545  543  544  545  544  544  543  543  545  625  542  543  544  545  542  546  547  544  544  544  545  544  545  545  545  544  542  543  544  544  543  545  543  541  546  545  543  546  546  545  544  546  546  546  543  544  544  546  546  543  544  544  544  543  542  544  546  544  544  546  544  543  545  867  651  ) = 0.000000
LORRI Image 0 Bias: 0.000000
LORRI Image 1 Bias: 0.000000
LORRI Image 2 Bias: 0.000000
LORRI Image 3 Bias: 0.000000
LORRI Image 4 Bias: 0.000000
(0, 0, 0.000000)
(1, 0, 0.000000)
(2, 0, 0.000000)
(3, 0, 0.000000)
(4, 0, 0.000000)
(5, 0, 0.000000)
(6, 0, 0.000000)
(7, 0, 0.000000)
(8, 0, 0.000000)
(9, 0, 0.000000)
(10, 0, 0.000000)
(11, 0, 0.000000)
(12, 0, 0.000000)
(13, 0, 0.000000)
(14, 0, 0.000000)
(15, 0, 0.000000)
(16, 0, 0.000000)
(17, 0, 0.000000)
(18, 0, 0.000000)
(19, 0, 0.000000)
(20, 0, 0.000000)
(21, 0, 0.000000)
(22, 0, 0.000000)
(23, 0, 0.000000)
(24, 0, 0.000000)
(25, 0, 0.000000)
(26, 0, 0.000000)
(27, 0, 0.000000)
(28, 0, 0.000000)
(29, 0, 0.000000)
(30, 0, 0.000000)
(31, 0, 0.000000)
(32, 0, 0.000000)
(33, 0, 0.000000)
(34, 0, 660.187500)
(35, 0, 687.812500)
(36, 0, 659.187500)
(37, 0, 661.625000)
(38, 0, 660.812500)
(39, 0, 663.375000)
(40, 0, 661.812500)
(41, 0, 658.812500)
(42, 0, 662.000000)
(43, 0, 660.250000)
(44, 0, 659.375000)
(45, 0, 661.812500)
(46, 0, 661.625000)
(47, 0, 661.000000)
(48, 0, 661.187500)
(49, 0, 661.250000)
(50, 0, 658.375000)
(51, 0, 660.812500)
(52, 0, 661.187500)
(53, 0, 663.812500)
(54, 0, 662.625000)
(55, 0, 659.187500)
(56, 0, 663.625000)
(57, 0, 662.000000)
(58, 0, 661.187500)
(59, 0, 662.187500)
(60, 0, 661.812500)
(61, 0, 662.625000)
(62, 0, 662.812500)
(63, 0, 660.625000)
(64, 0, 660.625000)
(65, 0, 660.375000)
(66, 0, 659.812500)
(67, 0, 663.375000)
(68, 0, 659.812500)
(69, 0, 661.187500)
(70, 0, 661.375000)
(71, 0, 661.625000)
(72, 0, 661.187500)
(73, 0, 662.812500)
(74, 0, 663.625000)
(75, 0, 661.187500)
(76, 0, 661.375000)
(77, 0, 661.625000)
(78, 0, 660.375000)
(79, 0, 661.812500)
(80, 0, 660.812500)
(81, 0, 659.625000)
(82, 0, 662.375000)
(83, 0, 660.000000)
(84, 0, 662.625000)
(85, 0, 660.750000)
(86, 0, 661.375000)
(87, 0, 663.187500)
(88, 0, 659.750000)
(89, 0, 661.375000)
(90, 0, 663.375000)
(91, 0, 660.000000)
(92, 0, 662.375000)
(93, 0, 659.187500)
(94, 0, 662.375000)
(95, 0, 661.625000)
(96, 0, 661.000000)
(97, 0, 662.000000)
(98, 0, 663.187500)
(99, 0, 659.000000)
(100, 0, 660.812500)
(101, 0, 657.625000)
(102, 0, 661.625000)
(103, 0, 661.000000)
(104, 0, 661.812500)
(105, 0, 660.812500)
(106, 0, 662.625000)
(107, 0, 662.000000)
(108, 0, 663.000000)
(109, 0, 662.625000)
(110, 0, 664.187500)
(111, 0, 662.187500)
(112, 0, 660.812500)
(113, 0, 662.000000)
(114, 0, 662.750000)
(115, 0, 659.812500)
(116, 0, 662.625000)
(117, 0, 662.375000)
(118, 0, 660.812500)
(119, 0, 661.000000)
(120, 0, 660.000000)
(121, 0, 657.625000)
(122, 0, 662.000000)
(123, 0, 661.625000)
(124, 0, 661.000000)
(125, 0, 659.375000)
(126, 0, 662.187500)
(127, 0, 660.187500)
(128, 0, 663.625000)
(129, 0, 660.625000)
(130, 0, 660.187500)
(131, 0, 660.812500)
(132, 0, 658.000000)
(133, 0, 660.000000)
(134, 0, 662.187500)
(135, 0, 658.000000)
(136, 0, 660.375000)
(137, 0, 660.187500)
(138, 0, 660.812500)
(139, 0, 660.625000)
(140, 0, 662.000000)
(141, 0, 663.187500)
(142, 0, 660.812500)
(143, 0, 660.812500)
(144, 0, 661.625000)
(145, 0, 661.000000)
(146, 0, 661.000000)
(147, 0, 659.812500)
(148, 0, 663.187500)
(149, 0, 659.000000)
(150, 0, 660.000000)
(151, 0, 661.187500)
(152, 0, 662.000000)
(153, 0, 663.187500)
(154, 0, 659.812500)
(155, 0, 661.375000)
(156, 0, 662.625000)
(157, 0, 661.750000)
(158, 0, 661.187500)
(159, 0, 659.000000)
(160, 0, 662.000000)
(161, 0, 659.375000)
(162, 0, 658.375000)
(163, 0, 662.812500)
(164, 0, 659.375000)
(165, 0, 659.375000)
(166, 0, 661.375000)
(167, 0, 662.625000)
(168, 0, 660.625000)
(169, 0, 663.375000)
(170, 0, 662.187500)
(171, 0, 663.000000)
(172, 0, 660.812500)
(173, 0, 661.187500)
(174, 0, 661.812500)
(175, 0, 661.000000)
(176, 0, 661.187500)
(177, 0, 656.312500)
(178, 0, 660.625000)
(179, 0, 662.812500)
(180, 0, 660.000000)
(181, 0, 660.250000)
(182, 0, 660.000000)
(183, 0, 662.000000)
(184, 0, 659.375000)
(185, 0, 659.375000)
(186, 0, 663.375000)
(187, 0, 658.375000)
(188, 0, 657.812500)
(189, 0, 658.375000)
(190, 0, 659.375000)
(191, 0, 658.375000)
(192, 0, 658.000000)
(193, 0, 660.187500)
(194, 0, 660.625000)
(195, 0, 659.812500)
(196, 0, 659.812500)
(197, 0, 659.625000)
(198, 0, 661.187500)
(199, 0, 658.375000)
(200, 0, 658.375000)
(201, 0, 658.812500)
(202, 0, 660.812500)
(203, 0, 661.812500)
(204, 0, 660.375000)
(205, 0, 657.375000)
(206, 0, 661.000000)
(207, 0, 657.812500)
(208, 0, 659.375000)
(209, 0, 657.375000)
(210, 0, 656.375000)
(211, 0, 660.375000)
